manifest_path,stream_0
https://rg-live-streaming.s3-ap-southeast-1.amazonaws.com/live-quiz/f72d792c-507a-4a5f-92f1-6bf8cf62aa64/7fd4970a-a1fa-4b4d-ab44-1c7ea6f9db11/master.mpd,stream-0/
